2400 38
3000 57
3600 68
4200 83
4800 100
6600 129
8400 163
9512 181
10112 200
11612 227
13112 257
15512 301
17012 319
19412 359
21048 383
22248 413
24332 453
26432 495
27332 510
27932 527
28532 550
30239 585
